abandonovaný | dva
videopřehrávač | dva
videopůjčovna | dva
videosnímek | osm
videostřižna | tři
videosvět | devět
videotelefonovat | dva
videozesilovač | dva
vidovaný | dva
vidovat | dva
vinkulace | nula
vinkulovaný | nula
vinkulovat | nula
vinkulovávaný | nula
vinkulovávat | nula
vkvedlávaný | dva
vkvedlávat | dva
vlezdoprdelismus | osm
vmanipulovaný | nula
vmanipulovat | nula
vodíkovaný | dva
vodíkovat | dva
vodovací | dva
vodováha | dva
vodovaný | dva
vodovat | dva
vodovatý | dva
vojenskoprůmyslový | osm
vokalismus | osm
volnomyšlenkářství | šest
voluntarismus | osm
voyeurismus | osm
vpadávaný | dva
vpadávat | dva
vpochodovaný | dva
vpochodovat | dva
vpouštět | pět
vředovatění | dva
vsedávat | dva
vstřelit | tři
vstřik | tři
vstřiknutí | tři
vstřikovací | tři
vstřikovač | tři
vstřikování | tři
vstřikovaný | tři
vstřikovat | tři
vstřikovávání | tři
vstřikovávaný | tři
vstřikovávat | tři
vstřikový | tři
všemohoucnost | šest
všeprostupující | šest
všeslitovnější | šest
všespolečenštější | šest
všestranější | šest
všestrannější | šest
všestranný | šest
všestravující | šest
všesvětový | šest
vševysvětlující | šest
vteřina | tři
vteřinka | tři
vteřinový | tři
vtřiďování | tři
vtřiďovaný | tři
vtřiďovat | tři
vulvopletysmograf | osm
vybodovaný | dva
vybombardovaný | dva
vybombardovat | dva
vybředávaný | dva
vybředávat | dva
vybudovanější | dva
vybudovaný | dva
vybudovat | dva
vycmrndávat | dva
vyčpět | pět
vydávací | dva
vydávající | dva
vydávanější | dva
vydávaný | dva
vydavatelčin | dva
vydavatelský | dva
vydavatelství | dva
vydavatel | dva
vydavatelův | dva
vydávat | dva
vydefinovaný | dva
vydefinovat | dva
vydechovaný | dva
vydechovat | dva
vydělávající | dva
vydělávaný | dva
vydělávat | dva
vydělovací | dva
vydělovanější | dva
vydělovaný | dva
vydělovat | dva
vydělovatelnější | dva
vydělovatelný | dva
vyděrovaný | dva
vyděrovat | dva
vydestilovanější | dva
vydestilovaný | dva
vydestilovat | dva
vydezinfikovaný | dva
vydezinfikovat | dva
vydiskutovaný | dva
vydiskutovat | dva
vydlabávaný | dva
vydlabávat | dva
vydlabovat | dva
vydloubávaný | dva
vydloubávat | dva
vydlužovat | dva
vydobývaný | dva
vydobývat | dva
vydojovaný | dva
vydojovat | dva
vydolovaný | dva
vydolovat | dva
vydouvací | dva
vydouvající | dva
vydouvaný | dva
vydouvat | dva
vydrancovaný | dva
vydrancovat | dva
vydrátkovaný | dva
vydrátkovat | dva
vydražďovat | dva
vydražovaný | dva
vydražovat | dva
vydražovatelčin | dva
vydražovatel | dva
vydražovatelův | dva
vydrbávaný | dva
vydrbávat | dva
vydrezírovaný | dva
vydrezírovat | dva
vydrolovaný | dva
vydrolovat | dva
vydrovka | dva
vydržovanější | dva
vydržovaný | dva
vydržovat | dva
výdřeva | dva
vydumávaný | dva
vydumávat | dva
vydupávanější | dva
vydupávaný | dva
vydupávat | dva
vydusávaný | dva
vydusávat | dva
vydýchávat | dva
vydžusovat | dva
vyexpedovaný | dva
vyexpedovat | dva
vygradovaný | dva
vygradovat | dva
vyhandlovaný | dva
vyhandlovat | dva
vyhledávací | dva
vyhledávač | dva
vyhledávající | dva
vyhledávanější | dva
vyhledávaný | dva
vyhledávat | dva
vyhlodávaný | dva
vyhlodávat | dva
vyhodnocovací | dva
vyhodnocovanější | dva
vyhodnocovaný | dva
vyhodnocovat | dva
východoevropančin | dva
východoevropan | dva
východoevropanův | dva
východoslovanský | dva
vyjadřovací | dva
vyjadřovaný | dva
vyjadřovat | dva
vyjednající | jedna
vyjednanější | jedna
vyjednaný | jedna
vyjednat | jedna
vyjednávací | jedna dva
vyjednavaččin | dva
vyjednávaččin | jedna dva
vyjednavač | dva
vyjednávač | jedna dva
vyjednavačův | dva
vyjednávačův | jedna dva
vyjednávající | jedna dva
vyjednávanější | jedna dva
vyjednávaný | jedna dva
vyjednávat | jedna dva
vyjídávaný | dva
vyjídávat | dva
vyklápět | pět
vykoledovaný | dva
vykoledovat | dva
vykorespondovaný | dva
vykorespondovat | dva
vykvedlávaný | dva
vykvedlávat | dva
vykydávaný | dva
vykydávat | dva
vykypět | pět
vylidňovaný | dva
vylidňovat | dva
vylikvidovaný | dva
vylikvidovat | dva
vymandlovat | dva
vymodelovaný | dva
vymodelovat | dva
vynadávat | dva
vynadívat | dva
vyndávanější | dva
vyndávaný | dva
vyndavat | dva
vyndávat | dva
vynulovaný | nula
vynulovat | nula
vynulovávaný | nula
vynulovávat | nula
vyobchodovaný | dva
vyobchodovat | dva
vyostřit | tři
vypadávající | dva
vypadávaný | dva
vypadávat | dva
vypádlovat | dva
výpadovka | dva
vypěnit | pět
vypěňovat | pět
výpěstek | pět
vypěstovanější | pět
vypěstování | pět
vypěstovaný | pět
vypěstovávání | pět
vypěstovávaný | pět
vypět | pět
vypětí | pět
vyplundrovat | dva
vypodobňovaný | dva
vypodobňovat | dva
vypodobovat | dva
vypochodovaný | dva
vypochodovat | dva
vypořádávací | dva
vypořádávající | dva
vypořádávanější | dva
vypořádávaný | dva
vypořádávat | dva
vypouštět | pět
vypověditelnější | pět
vypověditelný | pět
vypravěčství | pět
vyprávět | pět
vyprazdňovaný | dva
vyprazdňovat | dva
vyprodávaný | dva
vyprodávat | dva
vyprodukovaný | dva
vyprodukovat | dva
vyredukovat | dva
vyrenderovat | dva
vyrendrovat | dva
vyrozprávět | pět
vysedávající | dva
vysedávat | dva
vysidlovaný | dva
vysídlovaný | dva
vysidlovat | dva
vysídlovat | dva
vyskládávaný | dva
vyskládávat | dva
vyskladňovaný | dva
vyskladňovat | dva
vysledovaný | dva
vysledovat | dva
vysledovatelnější | dva
vysledovatelný | dva
výsledovka | dva
vysondovaný | dva
vysondovat | dva
vyspádovaný | dva
vyspádovat | dva
vyspět | pět
vystředit | tři
vystřelit | tři
vystřídávaný | dva
vystřihání | tři
vystřihaný | tři
vystřihat | tři
vystřihávání | tři
vystřihávaný | tři
vystřihávat | tři
výstřih | tři
vystřihnout | tři
vystřihnutí | tři
vystřihování | tři
vystřihovánka | tři
vystřihovaný | tři
vystřihovat | tři
výstřik | tři
vystřiknout | tři
vystřiknutí | tři
vystřiknutý | tři
vystřikovací | tři
vystřikování | tři
vystřikovaný | tři
vystřikovat | tři
vystřikovávání | tři
vystřikovávaný | tři
vystřikovávat | tři
výstřikový | tři
vystřikující | tři
vystřízlivění | tři
vystřízlivěný | tři
vystřízlivět | tři
výstřižek | tři
vystřižený | tři
výstřižkový | tři
vystudovanější | dva
vystudovaný | dva
vystudovat | dva
vysupět | pět
vyšetřit | tři
vyšetřovančin | tři
vyšetřovatelčin | tři
vyšvindlovaný | dva
vyšvindlovat | dva
vytápět | pět
vytrpět | pět
vytřeštit | tři
vytříbit | tři
vytříbitelnější | tři
vytříbitelný | tři
vytřídit | tři
vytřiďování | tři
vytřiďovaný | tři
vytřiďovat | tři
vytvořit | tři
vyvdávaný | dva
vyvdávat | dva
vyvzdorovaný | dva
vyvzdorovat | dva
vyzdívaný | dva
vyzdívat | dva
vyzdívka | dva
vyzpěvovat | pět
vyzpovídávat | dva
vyzvedávat | dva
vyžadovanější | dva
vyžadovaný | dva
vyžadovat | dva
vyžadovatelný | dva
vzápětí | pět
vzdalovaný | dva
vzdalovat | dva
vzdávající | dva
vzdávanější | dva
vzdávaný | dva
vzdávat | dva
vzdělávací | dva
vzdělávající | dva
vzdělávanější | dva
vzdělávaný | dva
vzdělavatelčin | dva
vzdělavatelnější | dva
vzdělavatelný | dva
vzdělavatelský | dva
vzdělavatel | dva
vzdělavatelův | dva
vzdělávat | dva
vzdorojednota | jedna
vzdorovaný | dva
vzdorovat | dva
vzdouvací | dva
vzdouvající | dva
vzdouvaný | dva
vzdouvat | dva
vzduchoplavba | dva
vzduchovka | dva
vzdychávat | dva
vzepětí | pět
vzkypět | pět
vzmátořit | tři
vzpěnit | pět
vzpěňovat | pět
zabandážovaný | dva
zabandážovat | dva
zabarikádovaný | dva
zabarikádovat | dva
zabedňovaný | dva
zabedňovat | dva
zabědovaný | dva
zabědovat | dva
zabodávaný | dva
zabodávat | dva
zabodovaný | dva
zabodovat | dva
zabředávaný | dva
zabředávat | dva
zabudovanější | dva
zabudovaný | dva
zabudovat | dva
zabydlovaný | dva
zabydlovat | dva
začpět | pět
zadaptovaný | dva
zadaptovat | dva
zadávací | dva
zadávající | dva
zadávající | dva
zadávanější | dva
zadávaný | dva
zadavatelčin | dva
zadavatelský | dva
zadavatel | dva
zadavatelův | dva
zadávat | dva
zadefinovanější | dva
zadefinovaný | dva
zadefinovat | dva
zadefinovatelnější | dva
zadefinovatelný | dva
zadehtovaný | dva
zadehtovat | dva
zadekretovaný | dva
zadekretovat | dva
zadělávací | dva
zadělávaný | dva
zadělávat | dva
zadělávka | dva
zadívaný | dva
zadívat | dva
zadlabávaný | dva
zadlabávat | dva
zadlužovaný | dva
zadlužovat | dva
zadokumentovaný | dva
zadokumentovat | dva
zadovka | dva
zadrátovaný | dva
zadrátovat | dva
zadrhávající | dva
zadrhávat | dva
zadrhovaný | dva
zadrhovat | dva
zadriblovat | dva
zadržovací | dva
zadržovanější | dva
zadržovaný | dva
zadržovat | dva
zadupávanější | dva
zadupávaný | dva
zadupávat | dva
zadusávaný | dva
zadusávat | dva
zadýchávat | dva
zadýmovací | dva
zaevidovaný | dva
zaevidovat | dva
zahlodávat | dva
zahudrovat | dva
zachroptět | pět
zajídávaný | dva
zajídávat | dva
zajódlovaný | dva
zajódlovat | dva
zakademizovaný | dva
zakademizovat | dva
zakódovaný | dva
zakódovat | dva
zakormidlovaný | dva
zakormidlovat | dva
zakvedlávaný | dva
zakvedlávat | dva
zaledovaný | dva
zaledovat | dva
zalidňovaný | dva
zalidňovat | dva
zameditovat | dva
zamindrákovaný | dva
zamordovat | dva
zanadávat | dva
zandávanější | dva
zandávaný | dva
zandavat | dva
zandávat | dva
zanedbávanější | dva
zanedbávaný | dva
zanedbávat | dva
zaneprazdňovaný | dva
zaneprazdňovat | dva
zaodporovat | dva
zaopatřit | tři
zaostřit | tři
zapadávající | dva
zapadávaný | dva
zapadávat | dva
západoevropančin | dva
západoevropan | dva
západoevropanův | dva
západoněmečtější | pět
západosamojský | osm
západoslovanský | dva
zapěnit | pět
zapěňovat | pět
zápěstí | pět
zápěstní | pět
zapět | pět
zapištět | pět
zapomnětlivější | pět
zapomnětlivý | pět
zapouštět | pět
zaprodávaný | dva
zaprodávat | dva
zapudrovaný | dva
zapudrovat | dva
zaradovat | dva
zardívat | dva
zasádrovaný | dva
zasádrovat | dva
zasedávaný | dva
zasedávat | dva
zaskládávaný | dva
zaskládávat | dva
zaskřípět | pět
zastřelit | tři
zastřešit | tři
zastřihání | tři
zastřihaný | tři
zastřihat | tři
zastřihávání | tři
zastřihávaný | tři
zastřihávat | tři
zástřih | tři
zastřihnout | tři
zastřihnutí | tři
zastřihovač | tři
zastřihování | tři
zastřihovaný | tři
zastřihovat | tři
zastřižený | tři
zasupět | pět
zašmodrchávat | dva
zašpendlovat | dva
zašvindlovaný | dva
zašvindlovat | dva
zašvitořit | tři
zatápět | pět
zatřídit | tři
zatřiďování | tři
zatřiďovaný | tři
zatřiďovat | tři
zatřpytit | tři
zatvářit | tři
zauditovat | dva
zaúpět | pět
zavadávat | dva
zavdávající | dva
zavdávaný | dva
zavdávat | dva
zavděčovat | dva
zavětřit | tři
zavodňovací | dva
zavodňovaný | dva
zavodňovat | dva
zavzdušňovací | dva
zavzdušňovaný | dva
zavzdušňovat | dva
zavzdušovací | dva
zavzdušovaný | dva
zavzdušovat | dva
zazdívaný | dva
zazdívat | dva
zazdívka | dva
zazmatkařit | tři
zbědovanější | dva
zbědovaný | dva
zbědovat | dva
zbídačovaný | dva
zbídačovat | dva
zbudovanější | dva
zbudovaný | dva
zbudovat | dva
zbystřit | tři
zcepenět | pět
zčtyřnásobit | tři čtyři
zdaňovací | dva
zdaňovaný | dva
zdaňovat | dva
zdávat | dva
zdecimovaný | dva
zdecimovat | dva
zdeformovaný | dva
zdeformovaný | dva
zdeformovat | dva
zdegenerovaný | dva
zdegenerovat | dva
zdemokratizovaný | dva
zdemokratizovat | dva
zdemolovaný | dva
zdemolovat | dva
zdemoralizovaný | dva
zdemoralizovat | dva
zdeprimovat | dva
zdeptávaný | dva
zdeptávat | dva
zdesetinásobení | deset
zdesetinásobený | deset
zdestruovaný | dva
zdestruovat | dva
zdevastování | dva
zdigitalizovaný | dva
zdigitalizovat | dva
zdisgustovat | dva
zdivadelnění | dva
zdivadelněný | dva
zdivadelnit | dva
zdívat | dva
zdlabovat | dva
zdokonalovací | dva
zdokonalovaný | dva
zdokonalovat | dva
zdokumentovaný | dva
zdokumentovat | dva
zdokumetovaný | dva
zdokumetovat | dva
zdolávací | dva
zdolávající | dva
zdolávaný | dva
zdolávat | dva
zdomácňovat | dva
zdráhávat | dva
zdramatizovaný | dva
zdramatizovat | dva
zdrávas | dva
zdravotechnika | dva
zdražovaný | dva
zdražovat | dva
zdrbávaný | dva
zdrbávat | dva
zdrhovací | dva
zdrhovadlo | dva
zdrhovaný | dva
zdrhovat | dva
zdrogovaný | dva
zdrogovat | dva
zdrsňovací | dva
zdrsňovaný | dva
zdrsňovat | dva
zdržovací | dva
zdržovanější | dva
zdržovaný | dva
zdržovat | dva
zdřevnatělejší | dva
zdřevnatělý | dva
zdřevnatět | dva devět
zdupávanější | dva
zdupávaný | dva
zdupávat | dva
zduplikovaný | dva
zduplikovat | dva
zdůrazňovaný | dva
zdůrazňovat | dva
zdusávaný | dva
zdusávat | dva
zdvihací | dva
zdvíhací | dva
zdvihač | dva
zdvihadlo | dva
zdvihající | dva
zdvíhající | dva
zdvihaný | dva
zdvíhaný | dva
zdvihat | dva
zdvíhat | dva
zdynamizovaný | dva
zdynamizovat | dva
zečtyřnásobit | tři čtyři
zeditovaný | dva
zeditovat | dva
zemdlívat | dva
zerodovat | dva
zesladovaný | dva
zesladovat | dva
zešpičatět | pět
zevšedňovat | dva
zhadrovatělý | dva
zhadrovatět | dva
zhodnocovanější | dva
zhodnocovaný | dva
zhodnocovat | dva
zhospodárňovat | dva
zhudebňovaný | dva
zhudebňovat | dva
zchlupatět | pět
zidealizovaný | dva
zidealizovat | dva
zideologizovaný | dva
zideologizovat | dva
zindustrializovat | nula dva
zinstitucionalizovaný | nula
zinstitucionalizovat | nula
zintelektualizovat | nula
zjednající | jedna
zjednanější | jedna
zjednaný | jedna
zjednat | jedna
zjednávající | jedna dva
zjednávanější | jedna dva
zjednávaný | jedna dva
zjednávat | jedna dva
zjednodušovací | jedna
zjednodušovač | jedna
zjednodušovanější | jedna
zjednodušovaný | jedna
zjednodušovat | jedna
zjednoznačňovaný | dva
zjednoznačňovat | dva
zjednoznačňovatelný | dva
zjitřit | tři
zkapalnět | pět
zklidňovaný | dva
zklidňovat | dva
zkolaudovaný | dva
zkolaudovat | dva
zkondenzovaný | dva
zkondenzovat | dva
zkonsolidovaný | dva
zkonsolidovat | dva
zkonsultovaný | nula
zkonsultovat | nula
zkonzultovaný | nula
zkonzultovat | nula
zkoordinovanější | dva
zkoordinovaný | dva
zkoordinovat | dva
zkoprnět | pět
zkorodovaný | dva
zkorodovat | dva
zkrápět | pět
zkušenostní | šest
zledovacení | dva
zledovacený | dva
zledovatělejší | dva
zledovatělý | dva
zledovatění | dva
zledovatět | dva
zledovatit | dva
zlepšovatelství | šest
zlidšťovaný | dva
zlidšťovat | dva
zlikvidovaný | dva
zlikvidovat | dva
zlopověstnější | pět
zlotřilcův | tři
zlotřilec | tři
zlotřilý | tři
zmanipulovaný | nula
zmanipulovat | nula
zmanipulovatelný | nula
zmatkářčin | tři
zmatkařit | tři
zmátořit | tři
zmedializovaný | dva
zmedializovat | dva
zmodernizovaný | dva
zmodernizovat | dva
znárodňovací | dva
znárodňovaný | dva
znárodňovat | dva
znehodnocovanější | dva
znehodnocovaný | dva
znehodnocovat | dva
zneklidňovaný | dva
zneklidňovat | dva
znepojízdnět | pět
zneprůhledňovaný | dva
zneprůhledňovat | dva
znepřehledňovaný | dva
znepřehledňovat | dva
znesnadňovaný | dva
znesnadňovat | dva
zneškodňovaný | dva
zneškodňovat | dva
znetvořit | tři
zneutralizovaný | nula
zneutralizovat | nula
znevěrohodňovaný | dva
znevěrohodňovat | dva
zneviditelňovaný | dva
zneviditelňovat | dva
znevýhodňovaný | dva
znevýhodňovat | dva
znovunavlékat | nula
znovurozdělovaný | nula dva
znovurozdělovat | nula dva
znovurozdělovávaný | nula
znovurozdělovávat | nula
znovuvybudovaný | dva
znovuvybudovat | dva
znovuvytvořit | tři
znovuzalesňovat | nula
znovuzalesňovávat | nula
znovuzbudovaný | dva
znovuzbudovat | dva
zobchodovaný | dva
zobchodovat | dva
zodpověditelnější | pět
zodpovídající | dva
zodpovídanější | dva
zodpovídaný | dva
zodpovídat | dva
zohledňovaný | dva
zohledňovat | dva
zostřit | tři
zoxidovaný | dva
zoxidovat | dva
zpaměti | pět
zparodovaný | dva
zparodovat | dva
zpěčovat | pět
zpeněžit | pět
zpeněžitelnější | pět
zpeněžitelný | pět
zpeněžovat | pět
zpěnit | pět
zpěňovat | pět
zpestřit | tři
zpět | pět
zpětinásobení | pět
zpětinásobený | pět
zpětnovazební | pět
zpětnovazebný | pět
zpětný | pět
zpihovatět | pět
zpitomět | pět
zplanět | pět
zplesnivět | pět
zplešatět | pět
zplundrovat | dva
zpodobňovaný | dva
zpodobňovat | dva
zpodobovaný | dva
zpodobovat | dva
zpodrobňovaný | dva
zpodrobňovat | dva
zpohodlnět | pět
zpokornět | pět
zpotvořenina | tři
zpozornět | pět
zpráchnivět | pět
zpronevěřit | pět
zpronevěřovat | pět
zpronevěřovávat | pět
zprostředkovací | dva
zprostředkovanější | dva
zprostředkovaný | dva
zprostředkovat | dva
zprostředkovatelčin | dva tři
zprostředkovatelský | dva
zprostředkovatel | dva
zprostředkovatelův | dva
zprůhledňovaný | dva
zprůhledňovat | dva
zprůměrovat | pět
zprůsvitnět | pět
zpřehledňovaný | dva
zpřehledňovat | dva
zradikalizovaný | dva
zradikalizovat | dva
zrcadlovka | dva
zredigovaný | dva
zredigovat | dva
zredukovaný | dva
zredukovat | dva
zreprodukovaný | dva
zreprodukovat | dva
zrevidovaný | dva
zrevidovat | dva
zrozpačitět | pět
ztápět | pět
ztopořit | tři
ztřeštěnčin | tři
zúrodňovací | dva
zúrodňovat | dva
zúřadovaný | dva
zúřadovat | dva
zvápenatět | pět
zvedávat | dva
zvědavka | dva
zvědečťovat | dva
zvěrohodňovaný | dva
zvěrohodňovat | dva
zvětřit | tři
zviditelňovaný | dva
zviditelňovat | dva
zvládávaný | dva
zvládávat | dva
zvnitřnit | tři
zvředovatělý | dva
zvýhodňovaný | dva
zvýhodňovat | dva
žádávat | dva
židovka | dva
židovka | dva
žlutobřichý | tři
